code,company,industry,listing_date,market_cap,market_cap_as_at,registry,registry_raw,registry_address,registry_phone,registry_since
BTM,BREAKTHROUGH MINERALS LIMITED,Energy,2007-07-04,31183703,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
BTN,BUTN LIMITED,Financial Services,2021-07-06,4580603,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"Tower 4, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 554 474,2026-08-07
BTR,BRIGHTSTAR RESOURCES LIMITED,Materials,2003-12-05,472113167,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 17, 221 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,2026-08-07
BUB,BUBS AUSTRALIA LIMITED,"Food, Beverage & Tobacco",1993-10-05,82259963,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 17, 221 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,2026-08-07
BUR,BURLEY MINERALS LTD,Materials,2021-07-07,5706272,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
BUS,BUBALUS RESOURCES LIMITED,Materials,2022-10-13,4962049,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
BUX,BUXTON RESOURCES LIMITED,Materials,2007-10-23,22393252,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 17, 221 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,2026-08-07
BUY,BOUNTY OIL & GAS NL,Energy,2002-02-05,17726191,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
BVR,BELLAVISTA RESOURCES LTD,Materials,2022-05-25,87469560,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 17, 221 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,2026-08-07
BVS,BRAVURA SOLUTIONS LIMITED.,Software & Services,2016-11-16,1268688929,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"LIBERTY PLACE, LEVEL 41, 161 CASTLEREAGH ST, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,2026-08-07
BWF,BLACKWALL LIMITED,Financial Services,2011-10-21,22215127,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 4, 44 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,2026-08-07
BWN,BHAGWAN MARINE LIMITED,Transportation,2024-07-30,121131195,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
BWP,BWP GROUP,Equity Real Estate Investment Trusts (REITs),1998-09-16,3054183899,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 17, 221 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,2026-08-07
BXB,BRAMBLES LIMITED,Commercial & Professional Services,2006-11-27,27114702327,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
C1X,COSMOS EXPLORATION LIMITED,Materials,2021-12-01,25402985,2026-08-07,Xcend,XCEND PTY LTD,"Level 2,, 477 Pitt Street, HAYMARKET, NSW, AUSTRALIA, 2000",61 2 8591 8509,2026-08-07
C29,C29 METALS LIMITED,Materials,2021-11-03,2687823,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
C79,CHRYSOS CORPORATION LIMITED,Commercial & Professional Services,2022-05-06,687416652,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"LIBERTY PLACE, LEVEL 41, 161 CASTLEREAGH ST, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,2026-08-07
C7A,CLARA RESOURCES AUSTRALIA LTD,Materials,2010-10-21,6697534,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,2026-08-07
CAA,CAPRAL LIMITED,Materials,1986-11-20,179971527,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 4, 44 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,2026-08-07
CAE,CANNINDAH RESOURCES LIMITED,Materials,2005-05-20,48677226,2026-08-07,Xcend,XCEND PTY LTD,"Level 2,, 477 Pitt Street, HAYMARKET, NSW, AUSTRALIA, 2000",61 2 8591 8509,2026-08-07
CAF,CENTREPOINT ALLIANCE LIMITED,Financial Services,2002-06-25,71443654,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 4, 44 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,2026-08-07
CAM,CLIME CAPITAL LIMITED,Not Applic,2004-02-03,97032493,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
CAN,CANN GROUP LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2017-05-04,4981781,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"Tower 4, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 554 474,2026-08-07
CAQ,CAQ HOLDINGS LIMITED,Real Estate Management & Development,2005-07-25,6460077,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
CAR,CAR GROUP LIMITED,Media & Entertainment,2009-09-10,10346828275,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,2026-08-07
CAT,CATAPULT SPORTS LTD,Software & Services,2014-12-19,1131192401,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"Tower 4, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 554 474,2026-08-07
CAV,CARNAVALE RESOURCES LIMITED,Materials,2007-03-15,34685572,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
CAY,CANYON RESOURCES LIMITED,Materials,2010-06-15,101043638,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 17, 221 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,2026-08-07
CAZ,CAZALY RESOURCES LIMITED,Materials,2003-10-31,11780616,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
CBA,COMMONWEALTH BANK OF AUSTRALIA.,Banks,1991-09-12,301005674333,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LTD,"LIBERTY PLACE, LEVEL 41, 161 CASTLEREAGH ST, SYDNEY, NSW, AUSTRALIA, 2000",1800 022 440,2026-08-07
CBE,COBRE LIMITED,Materials,2020-01-31,386612960,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
CBL,CONTROL BIONICS LIMITED,Health Care Equipment & Services,2020-12-07,30726919,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
CBO,COBRAM ESTATE OLIVES LIMITED,"Food, Beverage & Tobacco",2021-08-11,1680557080,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"LIBERTY PLACE, LEVEL 41, 161 CASTLEREAGH ST, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,2026-08-07
CBY,CANTERBURY RESOURCES LIMITED,Materials,2019-03-07,13425512,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
CC5,CLEVER CULTURE SYSTEMS LIMITED,Health Care Equipment & Services,2006-07-31,34873965,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 5, 115 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",08 8236 2300,2026-08-07
CC9,CHARIOT RESOURCES LTD,Materials,2023-10-27,10210132,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
CCA,CHANGE FINANCIAL LIMITED,Financial Services,2016-06-30,33832198,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,2026-08-07
CCE,CARNEGIE CLEAN ENERGY LIMITED,Utilities,1993-10-26,83324107,2026-08-07,Xcend,XCEND PTY LTD,"Level 2,, 477 Pitt Street, HAYMARKET, NSW, AUSTRALIA, 2000",61 2 8591 8509,2026-08-07
CCG,COMMS GROUP LTD,Telecommunication Services,2017-12-21,46148089,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
CCL,CUSCAL LIMITED,Financial Services,2024-11-25,1031033114,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"LIBERTY PLACE, LEVEL 41, 161 CASTLEREAGH ST, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,2026-08-07
CCM,CADOUX LIMITED,Materials,1994-01-20,10516771,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
CCO,THE CALMER CO INTERNATIONAL LIMITED,Household & Personal Products,2018-12-20,5281694,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
CCP,CREDIT CORP GROUP LIMITED,Financial Services,2000-09-04,909373196,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
CCR,CREDIT CLEAR LIMITED,Software & Services,2020-10-27,57166384,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,2026-08-07
CCV,CASH CONVERTERS INTERNATIONAL,Financial Services,1997-02-07,227687339,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 17, 221 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,2026-08-07
CCX,CITY CHIC COLLECTIVE LIMITED,Consumer Discretionary Distribution & Retail,1998-05-28,21568836,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"LIBERTY PLACE, LEVEL 41, 161 CASTLEREAGH ST, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,2026-08-07
CD1,CD PRIVATE EQUITY FUND I,Not Applic,2012-08-14,10417086,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
CD2,CD PRIVATE EQUITY FUND II,Not Applic,2013-04-09,16268517,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
CD3,CD PRIVATE EQUITY FUND III,Not Applic,2016-07-27,58343020,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
CDA,CODAN LIMITED,Technology Hardware & Equipment,2003-11-27,7536913261,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 5, 115 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",08 8236 2300,2026-08-07
CDE,CODEIFAI LIMITED,Commercial & Professional Services,2005-03-07,8281410,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
CDM,CADENCE CAPITAL LIMITED,Not Applic,2006-12-05,236159948,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
CDO,CADENCE OPPORTUNITIES FUND LIMITED.,Not Applic,2021-11-19,36403814,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
CDP,CARINDALE PROPERTY TRUST,Equity Real Estate Investment Trusts (REITs),1996-11-28,446780950,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 4, 44 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,2026-08-07
CDR,CODRUS MINERALS LIMITED,Materials,2021-06-23,7028969,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
CDT,CASTLE MINERALS LIMITED,Materials,2006-05-02,12400187,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
CEH,COAST ENTERTAINMENT HOLDINGS LIMITED,Consumer Services,2018-11-30,200109365,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"LIBERTY PLACE, LEVEL 41, 161 CASTLEREAGH ST, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,2026-08-07
CEL,CHALLENGER GOLD LIMITED,Materials,2007-11-07,,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
CEN,CONTACT ENERGY LIMITED,Utilities,2015-09-24,8051116191,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"LIBERTY PLACE, LEVEL 41, 161 CASTLEREAGH ST, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,2026-08-07
CF1,COMPLII FINTECH SOLUTIONS LTD,Software & Services,2001-12-18,15863332,2026-08-07,Registry Direct,REGISTRY DIRECT,"120 Collins St, MELBOURNE, VIC, AUSTRALIA, 3000",1300 556 635,2026-08-07
CG1,CARBONXT GROUP LIMITED,Materials,2018-01-23,30333126,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
CGF,CHALLENGER LIMITED,Financial Services,2003-12-23,6774953926,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 4, 44 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,2026-08-07
CGO,CPT GLOBAL LIMITED,Software & Services,2000-09-08,,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
CGR,CGN RESOURCES LIMITED,Materials,2023-10-18,9213855,2026-08-07,Xcend,XCEND PTY LTD,"Level 2,, 477 Pitt Street, HAYMARKET, NSW, AUSTRALIA, 2000",61 2 8591 8509,2026-08-07
CGS,COGSTATE LTD,Health Care Equipment & Services,2004-02-13,446887896,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
CHC,CHARTER HALL GROUP,Equity Real Estate Investment Trusts (REITs),2005-06-10,11219493560,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"LIBERTY PLACE, LEVEL 41, 161 CASTLEREAGH ST, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,2026-08-07
CHI,CHANNEL INFRASTRUCTURE NZ LIMITED,Energy,2025-12-19,1089843499,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES LIMITED,"LEVEL 2, 159 HURSTMERE ROAD, TAKAPUNA   AUCKLAND, NEW ZEALAND, 1039",(64) 9 488 8700,2026-08-07
CHL,CAMPLIFY HOLDINGS LIMITED,Transportation,2021-06-28,19322969,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
CHM,CHIMERIC THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2021-01-18,2318922,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
CHN,CHALICE MINING LIMITED,Materials,2006-03-24,489653986,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 17, 221 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,2026-08-07
CHR,CHARGER METALS NL,Materials,2021-07-09,7191663,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
CHRCB,CHARGER METALS NL,Materials,2021-07-09,7191663,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
CHW,CHILWA MINERALS LTD,Materials,2023-07-05,81345056,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
CIA,CHAMPION IRON LIMITED,Materials,2007-06-08,1971365165,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 17, 221 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,2026-08-07
CIN,CARLTON INVESTMENTS LIMITED,Not Applic,1970-06-30,921962055,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 4, 44 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,2026-08-07
CIP,CENTURIA INDUSTRIAL REIT,Equity Real Estate Investment Trusts (REITs),2012-12-13,1885651974,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
CIW,CLIME INVESTMENT MANAGEMENT LTD,Financial Services,2000-12-15,25938194,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
CKA,COKAL LIMITED,Materials,2000-04-17,75526429,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
CKF,COLLINS FOODS LIMITED,Consumer Services,2011-08-04,962400804,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 1, 200 Mary Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 552 270,2026-08-07
CL8,CL8 HOLDINGS LIMITED,Transportation,1996-09-09,,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
CLA,CELSIUS RESOURCES LIMITED.,Materials,1988-03-24,22333240,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
CLG,CLOSE THE LOOP LTD.,Commercial & Professional Services,2021-12-02,16040723,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,2026-08-07
CLU,CLUEY LTD,Consumer Services,2020-12-09,5837629,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
CLV,CLOVER CORPORATION LIMITED,Materials,1999-11-30,160319367,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 4, 44 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,2026-08-07
CLW,CHARTER HALL LONG WALE REIT,Equity Real Estate Investment Trusts (REITs),2016-11-08,2740140178,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"LIBERTY PLACE, LEVEL 41, 161 CASTLEREAGH ST, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,2026-08-07
CLX,CTI LOGISTICS LIMITED,Transportation,1987-12-02,208718778,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 17, 221 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,2026-08-07
CLZ,CLASSIC MINERALS LTD,Materials,2013-05-24,,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
CMA,CARMA LIMITED,Consumer Discretionary Distribution & Retail,2025-11-05,116804667,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
CMB,CAMBIUM BIO LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2013-09-19,12067086,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"LIBERTY PLACE, LEVEL 41, 161 CASTLEREAGH ST, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,2026-08-07
CMD,CASSIUS MINING LIMITED,Materials,2006-08-10,18071657,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
CMG,CRITICAL MINERALS GROUP LIMITED,Materials,2022-09-27,8370204,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
CML,CONNECTED MINERALS LIMITED,Technology Hardware & Equipment,1984-08-16,25227484,2026-08-07,Xcend,XCEND PTY LTD,"Level 2,, 477 Pitt Street, HAYMARKET, NSW, AUSTRALIA, 2000",61 2 8591 8509,2026-08-07
CMM,CAPRICORN METALS LTD,Materials,2008-07-07,6733052010,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
CMO,COSMO METALS LIMITED,Materials,2022-01-31,4858889,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
CMP,COMPUMEDICS LIMITED,Health Care Equipment & Services,2000-12-21,46944012,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
CMW,CROMWELL PROPERTY GROUP,Equity Real Estate Investment Trusts (REITs),1973-02-22,1126112681,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"LIBERTY PLACE, LEVEL 41, 161 CASTLEREAGH ST, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,2026-08-07
CMX,CHEMX MATERIALS LIMITED,Materials,2022-01-18,,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 17, 221 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,2026-08-07
CNB,CARNABY RESOURCES LIMITED,Materials,2016-08-30,233321285,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 17, 221 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,2026-08-07
CND,CONDOR ENERGY LIMITED,Energy,2005-05-25,15548871,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
CNI,CENTURIA CAPITAL GROUP,Equity Real Estate Investment Trusts (REITs),2002-03-26,1482062963,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
CNJ,CONICO LTD,Materials,2007-06-18,5215896,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
CNQ,CLEAN TEQ WATER LIMITED,Commercial & Professional Services,2021-07-02,44232643,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,2026-08-07
CNU,CHORUS LIMITED,Telecommunication Services,2011-11-21,3436387368,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,2026-08-07
COB,COBALT BLUE HOLDINGS LIMITED,Materials,2017-02-02,42297467,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 4, 44 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,2026-08-07
